2017-07-19, MerckInvents,56,0
2017-10-08, MerckInvents,169,10
2017-10-30, MerckInvents,85,0
2017-09-12, MerckInvents,238,4
2017-10-06, MerckInvents,63,0
2017-09-09, MerckInvents,44,0
2017-07-18, MerckInvents,2339,31
2017-10-27, MerckInvents,279,0
2017-09-07, MerckInvents,214,0
2017-07-12, MerckInvents,77,0
2017-10-05, MerckInvents,26,0
2017-10-26, MerckInvents,151,0
2017-08-31, MerckInvents,228,1
2017-10-25, MerckInvents,80,0
2017-10-03, MerckInvents,110,16
2017-08-29, MerckInvents,55,0
2017-07-06, MerckInvents,8666,14
2017-09-29, MerckInvents,130,16
2017-10-20, MerckInvents,442,33
2017-09-29, MerckInvents,45,0
2017-08-26, MerckInvents,131,0
2017-10-19, MerckInvents,70,0
2017-07-04, MerckInvents,182,0
2017-10-19, MerckInvents,73,0
2017-06-22, MerckInvents,132,0
2017-08-24, MerckInvents,150,2
2017-09-28, MerckInvents,256,0
2017-08-15, MerckInvents,73,1
2017-10-14, MerckInvents,48,0
2017-06-21, MerckInvents,436,0
2017-09-25, MerckInvents,61,0
2017-10-12, MerckInvents,147,0
2017-08-10, MerckInvents,67,5
2017-06-20, MerckInvents,164,0
2017-09-22, MerckInvents,63,0
2017-10-12, MerckInvents,45,3
2017-09-19, MerckInvents,47,0
2017-06-19, MerckInvents,47747,27
2017-08-01, MerckInvents,88,1
2017-07-28, MerckInvents,201,0
2017-09-19, MerckInvents,107,0
2017-09-18, MerckInvents,1185,6
2017-10-10, MerckInvents,34,0
2017-07-28, MerckInvents,371,1
2017-06-16, MerckInvents,125,0
2017-09-13, MerckInvents,27,0
2017-10-09, MerckInvents,85,1
2017-06-13, MerckInvents,95,0
2017-07-21, MerckInvents,127,0
2017-05-15, MerckInvents,222,0
2017-03-17, MerckInvents,131,0
2017-04-21, MerckInvents,55,2
2017-06-12, MerckInvents,58,0
2017-03-16, MerckInvents,219,26
2017-05-15, MerckInvents,74,0
2017-04-20, MerckInvents,124,0
2017-03-14, MerckInvents,337,0
2017-04-18, MerckInvents,541,0
2017-05-14, MerckInvents,211,0
2017-06-10, MerckInvents,97,0
2017-05-11, MerckInvents,86,0
2017-06-09, MerckInvents,65,0
2017-04-18, MerckInvents,109,0
2017-03-11, MerckInvents,150,0
2017-04-18, MerckInvents,2577,22
2017-05-10, MerckInvents,320,0
2017-03-09, MerckInvents,40,0
2017-06-06, MerckInvents,104,0
2017-04-18, MerckInvents,133,2
2017-05-09, MerckInvents,124,0
2017-06-04, MerckInvents,110,0
2017-03-08, MerckInvents,65,0
2017-06-02, MerckInvents,9624,181
2017-05-08, MerckInvents,183,0
2017-03-03, MerckInvents,417,0
2017-05-30, MerckInvents,347,3
2017-05-08, MerckInvents,319,0
2017-02-28, MerckInvents,118,0
2017-04-17, MerckInvents,44,0
2017-05-26, MerckInvents,115,0
2017-05-03, MerckInvents,176,0
2017-02-20, MerckInvents,100,0
2017-04-13, MerckInvents,34,0
2017-05-23, MerckInvents,474,0
2017-05-02, MerckInvents,645,0
2017-02-17, MerckInvents,98,0
2017-04-07, MerckInvents,115,0
2017-05-19, MerckInvents,45,2
2017-02-15, MerckInvents,82,0
2017-04-30, MerckInvents,143,0
2017-04-07, MerckInvents,120,0
2017-05-18, MerckInvents,230,0
2017-02-14, MerckInvents,112,0
2017-04-25, MerckInvents,49,0
2017-04-06, MerckInvents,201,6
2017-05-17, MerckInvents,94,1
