2017-09-05, CocaColaUnitedStates,657,2
2017-06-04, CocaColaUnitedStates,18,0
2017-10-30, CocaColaUnitedStates,1,0
2017-09-04, CocaColaUnitedStates,680,5
2017-05-28, CocaColaUnitedStates,1,0
2017-08-20, CocaColaUnitedStates,1188,28
2017-10-29, CocaColaUnitedStates,1,0
2017-05-28, CocaColaUnitedStates,3,0
2017-06-04, CocaColaUnitedStates,6,0
2017-08-02, CocaColaUnitedStates,339,10
2017-05-28, CocaColaUnitedStates,0,0
2017-06-04, CocaColaUnitedStates,1,0
2017-10-27, CocaColaUnitedStates,1,0
2017-07-26, CocaColaUnitedStates,431,7
2017-05-27, CocaColaUnitedStates,0,0
2017-06-04, CocaColaUnitedStates,10,0
2017-10-26, CocaColaUnitedStates,2,0
2017-06-04, CocaColaUnitedStates,0,0
2017-10-24, CocaColaUnitedStates,0,0
2017-07-22, CocaColaUnitedStates,3837,5
2017-07-13, CocaColaUnitedStates,347,2
2017-10-21, CocaColaUnitedStates,633,40
2017-05-27, CocaColaUnitedStates,4,0
2017-06-04, CocaColaUnitedStates,4,0
2017-07-10, CocaColaUnitedStates,6650,9
2017-06-04, CocaColaUnitedStates,4,0
2017-05-26, CocaColaUnitedStates,0,0
2017-10-20, CocaColaUnitedStates,4,0
2017-07-07, CocaColaUnitedStates,1311,2
2017-06-03, CocaColaUnitedStates,5,0
2017-05-26, CocaColaUnitedStates,0,0
2017-06-02, CocaColaUnitedStates,4,0
2017-07-04, CocaColaUnitedStates,1022,2
2017-10-11, CocaColaUnitedStates,0,0
2017-05-26, CocaColaUnitedStates,1,0
2017-06-02, CocaColaUnitedStates,4,0
2017-10-10, CocaColaUnitedStates,2131,16
2017-06-21, CocaColaUnitedStates,1,0
2017-06-01, CocaColaUnitedStates,1,0
2017-10-10, CocaColaUnitedStates,14,0
2017-05-25, CocaColaUnitedStates,1,0
2017-06-21, CocaColaUnitedStates,12,0
2017-10-09, CocaColaUnitedStates,8,0
2017-05-25, CocaColaUnitedStates,0,0
2017-06-20, CocaColaUnitedStates,1,0
2017-05-25, CocaColaUnitedStates,1,0
2017-06-01, CocaColaUnitedStates,2,0
2017-10-05, CocaColaUnitedStates,2,0
2017-06-20, CocaColaUnitedStates,0,0
2017-05-25, CocaColaUnitedStates,3,0
2017-05-25, CocaColaUnitedStates,4,0
2017-10-04, CocaColaUnitedStates,0,0
2017-06-01, CocaColaUnitedStates,1,0
2017-06-20, CocaColaUnitedStates,26,0
2017-05-25, CocaColaUnitedStates,1,0
2017-06-17, CocaColaUnitedStates,4,0
2017-06-01, CocaColaUnitedStates,1,0
2017-05-25, CocaColaUnitedStates,3,0
2017-09-28, CocaColaUnitedStates,21,0
2017-06-16, CocaColaUnitedStates,98,0
2017-05-24, CocaColaUnitedStates,0,0
2017-05-31, CocaColaUnitedStates,2,0
2017-09-27, CocaColaUnitedStates,890,2
2017-06-14, CocaColaUnitedStates,2,0
2017-05-31, CocaColaUnitedStates,2,0
2017-05-24, CocaColaUnitedStates,2,0
2017-09-26, CocaColaUnitedStates,2,0
2017-05-31, CocaColaUnitedStates,0,0
2017-05-24, CocaColaUnitedStates,0,0
2017-06-12, CocaColaUnitedStates,0,0
2017-09-24, CocaColaUnitedStates,2,0
2017-05-24, CocaColaUnitedStates,0,0
2017-06-12, CocaColaUnitedStates,2,0
2017-05-31, CocaColaUnitedStates,13,0
2017-09-24, CocaColaUnitedStates,1,0
2017-05-30, CocaColaUnitedStates,2,0
2017-05-24, CocaColaUnitedStates,5,0
2017-09-23, CocaColaUnitedStates,1312,1
2017-06-12, CocaColaUnitedStates,22,0
2017-05-23, CocaColaUnitedStates,0,0
2017-05-30, CocaColaUnitedStates,9,0
2017-09-22, CocaColaUnitedStates,3,0
2017-06-12, CocaColaUnitedStates,2,1
2017-09-21, CocaColaUnitedStates,291,11
2017-05-23, CocaColaUnitedStates,7,0
2017-05-30, CocaColaUnitedStates,0,0
2017-06-10, CocaColaUnitedStates,7,0
2017-09-20, CocaColaUnitedStates,3,0
2017-05-29, CocaColaUnitedStates,1,0
2017-09-19, CocaColaUnitedStates,3,0
2017-05-29, CocaColaUnitedStates,0,0
2017-05-23, CocaColaUnitedStates,0,0
2017-09-19, CocaColaUnitedStates,0,0
2017-06-10, CocaColaUnitedStates,0,0
2017-05-22, CocaColaUnitedStates,1,0
2017-06-10, CocaColaUnitedStates,0,0
2017-05-21, CocaColaUnitedStates,2,0
2017-06-09, CocaColaUnitedStates,3,0
2017-09-18, CocaColaUnitedStates,1,0
2017-05-20, CocaColaUnitedStates,4,0
2017-05-28, CocaColaUnitedStates,5,0
2017-06-09, CocaColaUnitedStates,1,0
2017-09-18, CocaColaUnitedStates,0,0
2017-05-20, CocaColaUnitedStates,21,0
2017-06-08, CocaColaUnitedStates,0,0
2017-05-28, CocaColaUnitedStates,3,0
2017-09-16, CocaColaUnitedStates,0,0
2017-05-20, CocaColaUnitedStates,34,0
2017-05-28, CocaColaUnitedStates,6,1
2017-09-16, CocaColaUnitedStates,0,0
2017-06-06, CocaColaUnitedStates,4,0
2017-05-28, CocaColaUnitedStates,3,0
2017-09-16, CocaColaUnitedStates,2,0
2017-06-06, CocaColaUnitedStates,3,0
2017-09-15, CocaColaUnitedStates,257,1
2017-05-28, CocaColaUnitedStates,0,0
2017-05-19, CocaColaUnitedStates,0,0
2017-05-28, CocaColaUnitedStates,741,6
2017-06-06, CocaColaUnitedStates,0,0
2017-09-12, CocaColaUnitedStates,2,0
2017-06-05, CocaColaUnitedStates,6,0
2017-09-12, CocaColaUnitedStates,3,0
2017-06-05, CocaColaUnitedStates,0,0
2017-05-18, CocaColaUnitedStates,0,0
2017-04-07, CocaColaUnitedStates,5239,22
2017-03-20, CocaColaUnitedStates,0,0
2017-05-17, CocaColaUnitedStates,0,0
2017-03-19, CocaColaUnitedStates,0,0
2017-03-12, CocaColaUnitedStates,0,0
2017-03-26, CocaColaUnitedStates,0,0
2017-05-16, CocaColaUnitedStates,0,0
2017-03-19, CocaColaUnitedStates,3,0
2017-03-12, CocaColaUnitedStates,9,0
2017-03-19, CocaColaUnitedStates,0,0
2017-03-12, CocaColaUnitedStates,9,0
2017-05-15, CocaColaUnitedStates,4,0
2017-03-26, CocaColaUnitedStates,1,0
2017-05-15, CocaColaUnitedStates,10,0
2017-03-11, CocaColaUnitedStates,0,0
2017-05-15, CocaColaUnitedStates,4,0
2017-03-26, CocaColaUnitedStates,0,0
2017-03-19, CocaColaUnitedStates,1,0
2017-03-11, CocaColaUnitedStates,4,0
2017-05-14, CocaColaUnitedStates,0,0
2017-03-25, CocaColaUnitedStates,1,0
2017-03-11, CocaColaUnitedStates,5,0
2017-05-14, CocaColaUnitedStates,0,0
2017-03-18, CocaColaUnitedStates,2,0
2017-03-25, CocaColaUnitedStates,1,0
2017-03-18, CocaColaUnitedStates,0,0
2017-05-14, CocaColaUnitedStates,3616,6
2017-03-25, CocaColaUnitedStates,749,2
2017-03-18, CocaColaUnitedStates,0,0
2017-03-10, CocaColaUnitedStates,2,0
2017-05-14, CocaColaUnitedStates,0,0
2017-03-18, CocaColaUnitedStates,3,0
2017-05-13, CocaColaUnitedStates,3,0
2017-03-10, CocaColaUnitedStates,1,0
2017-03-18, CocaColaUnitedStates,1,0
2017-03-24, CocaColaUnitedStates,0,0
2017-05-13, CocaColaUnitedStates,4,0
2017-03-10, CocaColaUnitedStates,1,0
2017-03-24, CocaColaUnitedStates,0,0
2017-03-18, CocaColaUnitedStates,0,0
2017-03-10, CocaColaUnitedStates,9,0
2017-05-12, CocaColaUnitedStates,0,0
2017-03-17, CocaColaUnitedStates,989,4
2017-03-24, CocaColaUnitedStates,0,0
2017-05-12, CocaColaUnitedStates,2,0
2017-03-10, CocaColaUnitedStates,4,0
2017-03-24, CocaColaUnitedStates,0,0
2017-03-09, CocaColaUnitedStates,0,0
2017-05-11, CocaColaUnitedStates,2,3
2017-03-24, CocaColaUnitedStates,6,0
2017-03-09, CocaColaUnitedStates,2,0
2017-05-11, CocaColaUnitedStates,1,0
2017-03-08, CocaColaUnitedStates,11,0
2017-03-17, CocaColaUnitedStates,0,0
2017-05-11, CocaColaUnitedStates,0,0
2017-03-24, CocaColaUnitedStates,0,0
2017-03-17, CocaColaUnitedStates,0,0
2017-05-10, CocaColaUnitedStates,0,0
2017-03-23, CocaColaUnitedStates,3,0
2017-03-17, CocaColaUnitedStates,11,0
2017-05-10, CocaColaUnitedStates,1,0
2017-03-23, CocaColaUnitedStates,2,0
2017-03-16, CocaColaUnitedStates,1,0
2017-03-07, CocaColaUnitedStates,5,0
2017-03-07, CocaColaUnitedStates,1,0
2017-03-23, CocaColaUnitedStates,6,0
2017-05-09, CocaColaUnitedStates,0,0
2017-03-16, CocaColaUnitedStates,0,0
2017-05-08, CocaColaUnitedStates,8,0
2017-03-23, CocaColaUnitedStates,0,0
2017-03-16, CocaColaUnitedStates,0,0
2017-03-07, CocaColaUnitedStates,3,0
2017-03-15, CocaColaUnitedStates,0,0
2017-05-08, CocaColaUnitedStates,1,0
2017-03-07, CocaColaUnitedStates,10,0
2017-03-15, CocaColaUnitedStates,0,0
2017-03-22, CocaColaUnitedStates,1,0
2017-05-08, CocaColaUnitedStates,0,0
2017-03-15, CocaColaUnitedStates,0,0
2017-03-07, CocaColaUnitedStates,7,0
2017-03-22, CocaColaUnitedStates,5,0
2017-05-08, CocaColaUnitedStates,1,0
2017-03-15, CocaColaUnitedStates,0,0
2017-03-22, CocaColaUnitedStates,0,0
2017-03-07, CocaColaUnitedStates,1,0
2017-05-08, CocaColaUnitedStates,1,0
2017-03-15, CocaColaUnitedStates,0,4
2017-03-22, CocaColaUnitedStates,4,0
2017-03-21, CocaColaUnitedStates,0,0
2017-03-07, CocaColaUnitedStates,0,0
2017-05-08, CocaColaUnitedStates,7,0
2017-03-15, CocaColaUnitedStates,473,1
2017-03-21, CocaColaUnitedStates,0,0
2017-05-08, CocaColaUnitedStates,3,0
2017-03-07, CocaColaUnitedStates,2,0
2017-03-15, CocaColaUnitedStates,0,0
2017-05-07, CocaColaUnitedStates,2,0
2017-03-07, CocaColaUnitedStates,2,0
2017-03-21, CocaColaUnitedStates,1,0
2017-03-15, CocaColaUnitedStates,0,0
2017-05-06, CocaColaUnitedStates,1,0
2017-03-07, CocaColaUnitedStates,4,0
2017-03-21, CocaColaUnitedStates,0,0
2017-03-15, CocaColaUnitedStates,0,0
2017-05-06, CocaColaUnitedStates,1,0
2017-03-07, CocaColaUnitedStates,4,0
2017-03-21, CocaColaUnitedStates,0,0
2017-05-06, CocaColaUnitedStates,1,0
2017-03-07, CocaColaUnitedStates,3,1
2017-03-15, CocaColaUnitedStates,2,0
2017-03-21, CocaColaUnitedStates,1,0
2017-05-06, CocaColaUnitedStates,1,0
2017-03-06, CocaColaUnitedStates,8,0
2017-05-06, CocaColaUnitedStates,7,0
2017-03-14, CocaColaUnitedStates,15,0
2017-03-06, CocaColaUnitedStates,1,0
2017-03-20, CocaColaUnitedStates,2,0
2017-05-05, CocaColaUnitedStates,1,0
2017-03-14, CocaColaUnitedStates,0,0
2017-03-06, CocaColaUnitedStates,0,1
2017-03-20, CocaColaUnitedStates,3,0
2017-03-14, CocaColaUnitedStates,0,0
2017-05-05, CocaColaUnitedStates,0,0
2017-03-06, CocaColaUnitedStates,13,0
2017-03-20, CocaColaUnitedStates,0,0
2017-04-12, CocaColaUnitedStates,1047,4
2017-03-13, CocaColaUnitedStates,0,0
2017-03-06, CocaColaUnitedStates,10,0
2017-03-20, CocaColaUnitedStates,0,0
2017-03-05, CocaColaUnitedStates,13,0
2017-02-24, CocaColaUnitedStates,0,0
2017-02-15, CocaColaUnitedStates,0,0
2017-02-09, CocaColaUnitedStates,931,1
2017-03-05, CocaColaUnitedStates,0,0
2017-02-23, CocaColaUnitedStates,6,0
2017-02-14, CocaColaUnitedStates,0,0
2017-02-09, CocaColaUnitedStates,0,0
2017-02-23, CocaColaUnitedStates,4,0
2017-02-14, CocaColaUnitedStates,0,0
2017-02-09, CocaColaUnitedStates,1,0
2017-03-04, CocaColaUnitedStates,26,0
2017-02-23, CocaColaUnitedStates,0,0
2017-02-14, CocaColaUnitedStates,2771,4
2017-02-09, CocaColaUnitedStates,131,0
2017-02-13, CocaColaUnitedStates,0,0
2017-03-03, CocaColaUnitedStates,9,0
2017-02-22, CocaColaUnitedStates,1,2
2017-02-08, CocaColaUnitedStates,3,0
2017-03-03, CocaColaUnitedStates,1,0
2017-02-13, CocaColaUnitedStates,19,0
2017-02-22, CocaColaUnitedStates,29,0
2017-03-03, CocaColaUnitedStates,1,1
2017-02-21, CocaColaUnitedStates,7,0
2017-02-08, CocaColaUnitedStates,8,0
2017-02-21, CocaColaUnitedStates,0,0
2017-03-03, CocaColaUnitedStates,1,0
2017-02-08, CocaColaUnitedStates,1,0
2017-02-21, CocaColaUnitedStates,0,0
2017-03-03, CocaColaUnitedStates,2,0
2017-02-13, CocaColaUnitedStates,0,0
2017-02-08, CocaColaUnitedStates,0,0
2017-03-03, CocaColaUnitedStates,0,0
2017-02-21, CocaColaUnitedStates,0,0
2017-02-13, CocaColaUnitedStates,3,0
2017-02-08, CocaColaUnitedStates,1,0
2017-02-13, CocaColaUnitedStates,1,0
2017-02-20, CocaColaUnitedStates,3,0
2017-02-07, CocaColaUnitedStates,2,0
2017-03-02, CocaColaUnitedStates,2,1
2017-02-13, CocaColaUnitedStates,2,0
2017-02-20, CocaColaUnitedStates,2,0
2017-02-07, CocaColaUnitedStates,0,0
2017-02-12, CocaColaUnitedStates,0,0
2017-03-02, CocaColaUnitedStates,1,0
2017-02-20, CocaColaUnitedStates,4,0
2017-02-06, CocaColaUnitedStates,2,0
2017-02-12, CocaColaUnitedStates,1,0
2017-03-02, CocaColaUnitedStates,0,0
2017-02-06, CocaColaUnitedStates,0,0
2017-02-12, CocaColaUnitedStates,0,0
2017-03-01, CocaColaUnitedStates,3,0
2017-02-19, CocaColaUnitedStates,0,0
2017-02-12, CocaColaUnitedStates,0,0
2017-02-19, CocaColaUnitedStates,2,0
2017-02-06, CocaColaUnitedStates,0,0
2017-03-01, CocaColaUnitedStates,1,0
2017-02-19, CocaColaUnitedStates,0,0
2017-02-12, CocaColaUnitedStates,0,0
2017-02-19, CocaColaUnitedStates,25,10
2017-03-01, CocaColaUnitedStates,0,0
2017-02-12, CocaColaUnitedStates,4,0
2017-02-06, CocaColaUnitedStates,3,0
2017-03-01, CocaColaUnitedStates,0,0
2017-02-06, CocaColaUnitedStates,4,0
2017-03-01, CocaColaUnitedStates,3,0
2017-02-11, CocaColaUnitedStates,0,0
2017-02-18, CocaColaUnitedStates,1,0
2017-02-05, CocaColaUnitedStates,8,0
2017-02-18, CocaColaUnitedStates,2,0
2017-02-28, CocaColaUnitedStates,1,0
2017-02-11, CocaColaUnitedStates,13,0
2017-02-05, CocaColaUnitedStates,5354,95
2017-02-27, CocaColaUnitedStates,3,0
2017-02-11, CocaColaUnitedStates,6,0
2017-02-05, CocaColaUnitedStates,1,0
2017-02-11, CocaColaUnitedStates,1,0
2017-02-18, CocaColaUnitedStates,0,0
2017-02-05, CocaColaUnitedStates,0,0
2017-02-27, CocaColaUnitedStates,0,0
2017-02-11, CocaColaUnitedStates,2,0
2017-02-17, CocaColaUnitedStates,4,0
2017-02-17, CocaColaUnitedStates,0,0
2017-02-05, CocaColaUnitedStates,3,0
